,GS UN Equity,MMM UN Equity,BA UN Equity,UNH UN Equity,IBM UN Equity,HD UN Equity,MCD UN Equity,AAPL UW Equity,JNJ UN Equity,TRV UN Equity,UTX UN Equity,DIS UN Equity,CAT UN Equity,CVX UN Equity,V UN Equity,JPM UN Equity,PG UN Equity,AXP UN Equity,DD UN Equity,XOM UN Equity,WMT UN Equity,MRK UN Equity,NKE UN Equity,VZ UN Equity,KO UN Equity,PFE UN Equity,INTC UW Equity,CSCO UW Equity,MSFT UW Equity,GE UN Equity
7/17/2009,156.84,62.92,41.36,25.09,115.42,24.67,57.84,21.6786,59.23,40.42,53.8,24.51,33.99,65.12,16.025,36.89,55.92,28.03,26.1904,68.52,48.49,27.68,13.11,27.6486,25.16,14.96,18.79,20.51,24.29,11.65
7/20/2009,160.03,63.84,42.2,24.84,116.44,24.8,58.28,21.8557,59.06,40.47,54.97,25.37,36.65,65.64,16.78,36.98,55.56,28.89,26.9124,68.94,48.82,27.94,13.2075,27.8168,25.515,15.26,18.9,21.15,24.53,11.67
7/21/2009,159.8,64.2,43.02,25.59,117.04,24.46,58.63,21.6571,59.49,40.71,53.97,25.2,39.46,66.25,16.7875,36.94,55.49,29.38,26.9029,70.47,48.86,29.65,13.0175,28.3307,25.175,15.7,18.9,21.59,24.83,11.47
7/22/2009,160.46,64.67,42,26,115.57,24.77,58.82,22.3914,59.19,41.36,53.12,25.38,38.66,65.94,16.7125,36.83,54.87,28.76,27.0454,69.99,49.17,29.45,12.8825,28.1532,24.565,15.87,19.14,21.45,24.8,11.63
7/23/2009,165.45,69.43,41.95,27.05,117.13,25.28,56.09,22.5529,60.22,42.61,53.38,26.8,41.26,67.89,16.7975,38.15,55.16,29.45,28.6413,71.61,48.76,30.25,12.785,29.2184,24.59,16.15,19.48,21.9,25.56,11.95
7/24/2009,164.72,69.42,42.37,27.32,117.64,25.32,56.08,22.8429,61.51,43.22,52.23,26.58,42,68.43,16.8225,37.92,55.84,29.51,28.5368,72.29,48.94,30.99,13.0425,29.4333,24.68,16.48,19.36,21.88,23.45,12.03
7/27/2009,163.87,69.91,42.24,27.62,117.63,25.16,55.97,22.8714,61.27,43.54,52.11,26.45,42.86,68.85,17.0475,38.13,55.78,28.38,28.8408,72.75,48.97,30.77,13.0925,28.9661,24.76,16.62,19.47,21.84,23.11,12.32
7/28/2009,160.54,69.88,43.25,29.08,117.28,25.39,56.47,22.8571,60.92,43.35,52.44,26.37,42.9,68.34,16.575,38.08,55.71,27.68,28.5938,71.89,48.92,30.02,13.2275,29.3399,24.695,16.03,19.37,21.93,23.47,12.52
7/29/2009,159.44,68.72,43.37,28.41,117.26,25.39,56.41,22.8614,61.16,42.63,53.2,25.89,41.83,67.12,16.695,37.77,56.12,27.75,28.0618,71.43,49.37,29.87,13.5925,29.8818,24.64,15.75,19.4,21.72,23.8,12.26
7/30/2009,162.42,69.9,43.24,28.1,117.86,25.85,55.59,23.2557,61.79,41.94,54.23,26.22,43.41,67.7,16.8025,38.47,56.23,28.23,29.2683,70.72,49.98,29.94,14.0225,30.1902,24.835,15.94,19.33,21.98,23.81,13.11
7/31/2009,163.3,70.52,42.91,28.06,117.93,25.94,55.06,23.3414,60.89,43.07,54.47,25.12,44.06,69.47,16.365,38.65,55.51,28.33,29.3823,70.39,49.88,30.01,14.16,29.9659,24.92,15.93,19.25,22.01,23.52,13.4
8/3/2009,164.1,72.14,43.79,27.36,119.92,26.32,55.13,23.7757,61.1,45.02,55.18,25.52,45.12,70.4,17.2775,39.6,55.61,28.65,30.3038,70.65,49.84,30.02,14.155,29.9285,24.8,16.04,19.37,22.56,23.83,13.72
